AC	PP	218756
AC	PSDB	116948
AC	PDT	2605
AC	PDT	0
AC	PDT	47
AC	PDT	172
AC	PDT	2196
AC	PDT	486
AC	PDT	1454
AC	PDT	1563
AC	PDT	14
AC	PDT	2
AC	PDT	1586
AC	PDT	75
AC	PDT	2448
AC	PDT	74
AC	PDT	551
AC	PDT	2683
AC	PDT	178
AC	PDT	0
AC	PDT	63
AC	PDT	784
AC	PDT	2
AC	PDT	693
AC	PDT	2030
AC	PDT	1360
AC	PDT	223
AC	PDT	100
AC	PDT	1960
AC	PDT	33
AC	PDT	178
AC	PDT	199
AC	PDT	730
AC	PDT	1295
AC	PDT	3483
AC	PDT	1220
AC	PDT	76
AC	PDT	6
AC	PSD	396
AC	PSD	2525
AC	PSD	2266
AC	PSD	1093
AC	PSD	66
AC	PSD	58
AC	PSD	1234
AC	PSD	388
AC	PSD	3134
AC	PSD	328
AC	PSD	646
AC	PSD	867
AC	PSD	1424
AC	PSD	27
AC	PSD	419
AC	PSD	1166
AC	PSD	0
AC	PSD	1346
AC	PSD	4
AC	PSD	1
AC	PSD	7
AC	PSD	52
AC	PSD	1
AC	PSD	452
AC	PSD	0
AC	PRP	378
AC	PRP	2287
AC	PRP	3105
AC	PRP	333
AC	PRP	30
AC	PRP	570
AC	PRP	396
AC	PRP	287
AC	PRP	300
AC	PRP	2421
AC	PRP	2228
AC	PRP	2213
AC	PRP	192
AC	PRP	506
AC	PRP	711
AC	PRP	19
AC	PRP	630
AC	PRP	34
AC	PRP	723
AC	PRP	57
AC	PRP	18
AC	PRP	28
AC	PRP	253
AC	PRP	78
AC	PRP	123
AC	PRP	0
AC	PRP	67
AC	PRP	21
AC	PRP	3733
AC	PRP	40
AC	PRP	2863
AC	PRP	103
AC	PRP	56
AC	PRP	55
AC	PRP	18
AC	PC do B	1622
AC	PC do B	3513
AC	PC do B	4439
AC	PC do B	1655
AC	PC do B	435
AC	PC do B	1944
AC	PTB	3967
AC	PTB	81
AC	PTB	132
AC	PC do B	0
AC	PC do B	14
AC	PC do B	1250
AC	PC do B	271
AC	PC do B	6
AC	PC do B	1
AC	PC do B	656
AC	PSOL	37
AC	PSOL	104
AC	PSOL	108
AC	PSOL	178
AC	PSOL	152
AC	PSOL	2232
AC	PSOL	383
AC	PSOL	6
AC	PSOL	1
AC	PSOL	79
AC	PSOL	2171
AC	PSOL	78
AC	PSOL	253
AC	PSOL	0
AC	PT	193253
AC	PC do B	136706
AC	PT	135
AC	PSB	26448
AC	PT	103
AC	PT	9896
AC	PT	139
AC	PT	20876
AC	PT	1025
AC	PSL	5
AC	PT	39844
AC	PT	5
AC	PROS	1994
AC	PTB	3842
AC	PT	1913
AC	PT	18395
AC	PC do B	13738
AC	PRB	17903
AC	PPL	237
AC	PPL	254
AC	PTN	515
AC	PRP	11229
AC	PDT	11397
AC	PHS	5871
AC	PSDC	3343
AC	PT	7499
AC	PT	5258
AC	PT	7222
AC	PT	10213
AC	PT	4648
AC	PT	448
AC	PT	169
AC	PT	6585
AC	PT	6167
AC	PT	167
AC	PT	215
AC	PT	101
AC	PT	0
AC	PT	152
AC	PT	7
AC	PT	1163
AC	PT	1509
AC	PT	2052
AC	PT	621
AC	PT	12
AC	PT	50
AC	PT	3169
AC	PT	0
AC	PT	8
AC	PT	1
AC	PEN	2064
AC	PEN	1133
AC	PEN	213
AC	PEN	5529
AC	PEN	3965
AC	PEN	0
AC	PROS	68
AC	PROS	6100
AC	PT	8
AC	PT	2
AC	PT	6
AC	PRB	2263
AC	PRB	1248
AC	PRB	3090
AC	PRB	175
AC	PRB	202
AC	PRB	275
AC	PRB	168
AC	PRB	1150
AC	PRB	174
AC	PRB	811
AC	PRB	600
AC	PRB	264
AC	PRB	1128
AC	PRB	866
AC	PRB	450
AC	PRB	162
AC	PRB	141
AC	PRB	143
AC	PPL	146
AC	PPL	95
AC	PPL	323
AC	PPL	1890
AC	PRB	3813
AC	PHS	239
AC	PHS	50
AC	PHS	112
AC	PHS	470
AC	PHS	181
AC	PHS	9
AC	PHS	702
AC	PPL	429
AC	PPL	12
AC	PPL	931
AC	PPL	119
AC	PPL	376
AC	PPL	79
AC	PPL	64
AC	PPL	4
AC	PHS	19
AC	PHS	18
AC	PHS	1
AC	PHS	854
AC	PHS	2
AC	PHS	39
AC	PTN	394
AC	PTN	181
AC	PTN	6933
AC	PTN	287
AC	PTN	112
AC	PTN	2487
AC	PTN	144
AC	PTN	32
AC	PTN	1208
AC	PTN	18
AC	PTN	189
AC	PTN	182
AC	PTN	0
AC	PTN	58
AC	PTN	20
AC	PTN	4
AC	PTN	940
AC	PTN	3
AC	PTN	3886
AC	PTN	17
AC	PTN	1151
AC	PTN	150
AC	PP	77
AC	PP	158
AC	PP	1136
AC	PP	134
AC	PP	114
AC	PP	197
AC	PP	57
AC	PP	68
AC	PP	492
AC	PP	475
AC	PP	663
AC	PP	321
AC	PP	412
AC	PP	401
AC	PP	174
AC	PP	1785
AC	PP	272
AC	PP	3785
AC	PP	40
AC	PP	46
AC	PP	3827
AC	PP	1165
AC	PP	1005
AC	PP	95
AC	PP	2057
AC	PP	1547
AC	PP	375
AC	PP	3208
AC	PP	74
AC	PP	49
AC	PP	782
AC	PP	0
AC	PP	0
AC	PV	215
AC	PV	665
AC	PV	2598
AC	PV	154
AC	PV	84
AC	PV	871
AC	PV	40
AC	PV	94
AC	PV	783
AC	PV	46
AC	PV	534
AC	PV	152
AC	PV	235
AC	PV	108
AC	PV	445
AC	PV	145
AC	PV	84
AC	PV	41
AC	PV	47
AC	PV	838
AC	PV	1199
AC	PV	1377
AC	PV	3557
AC	PV	13
AC	PMN	17119
AC	PMN	20
AC	PMN	211
AC	PMN	668
AC	PMN	2085
AC	PMN	120
AC	PMN	121
AC	DEM	10306
AC	DEM	76218
AC	DEM	962
AC	DEM	2011
AC	DEM	145
AC	DEM	6451
AC	DEM	663
AC	DEM	525
AC	DEM	1135
AC	DEM	131
AC	DEM	79
AC	DEM	273
AC	DEM	221
AC	DEM	382
AC	DEM	902
AC	DEM	278
AC	DEM	124
AC	DEM	1891
AC	DEM	148
AC	DEM	318
AC	DEM	207
AC	DEM	72
AC	DEM	1429
AC	DEM	95
AC	DEM	101
AC	DEM	880
AC	PV	0
AC	PV	25
AC	DEM	7
AC	DEM	45
AC	PV	61
AC	DEM	268
AC	DEM	1577
AC	DEM	30
AC	DEM	2371
AC	DEM	159
AC	DEM	366
AC	DEM	353
AC	DEM	2876
AC	DEM	0
AC	PV	2
AC	PSDC	81
AC	PSDC	2503
AC	PSDC	5300
AC	PSDC	388
AC	PSDC	76
AC	PSDC	2322
AC	PSDC	198
AC	PSDC	26
AC	PSDC	15
AC	PSDC	973
AC	PSDC	0
AC	PSDC	38
AC	PSDC	250
AC	PSDC	747
AC	PSDC	167
AC	PSDC	177
AC	PSDC	255
AC	PSDC	43
AC	PSDC	25
AC	PSDC	266
AC	PSDC	205
AC	PSL	53
AC	PSDC	1631
AC	PSDC	21
AC	PSL	30
AC	PSDC	65
AC	PSDC	33
AC	PSDC	6
AC	PSDC	1
AC	PSDC	0
AC	PSDC	6
AC	PSB	66
AC	PSB	406
AC	PSB	272
AC	PSB	85
AC	PSB	16
AC	PSB	3
AC	PSB	37
AC	PSB	105
AC	PSB	24
AC	PSB	73
AC	PSB	13
AC	PSB	377
AC	PSB	1460
AC	PSB	372
AC	PSB	222
AC	PSB	621
AC	PSB	1252
AC	PSB	1420
AC	PSB	1088
AC	PSB	1862
AC	PSB	757
AC	PSB	1379
AC	PSB	2530
AC	PSB	4
AC	PSB	506
AC	PSB	4977
AC	PSB	5180
AC	PSB	33
AC	PR	104
AC	PR	1847
AC	PR	164
AC	PR	62
AC	PR	56
AC	PR	179
AC	PR	603
AC	PR	631
AC	PR	834
AC	PR	129
AC	PR	484
AC	PR	54
AC	PR	95
AC	PR	1595
AC	PR	79
AC	PR	223
AC	PR	888
AC	PR	69
AC	PR	132
AC	PR	514
AC	PR	135
AC	PR	116
AC	PR	104
AC	PR	2701
AC	PPS	7
AC	PPS	373
AC	PPS	185
AC	PPS	172
AC	PPS	332
AC	PPS	16
AC	PPS	53
AC	PPS	1
AC	PPS	59
AC	PPS	5
AC	PPS	74
AC	PPS	39
AC	PPS	1778
AC	PPS	95
AC	PPS	0
AC	PPS	112
AC	PPS	168
AC	PPS	407
AC	PPS	66
AC	PPS	42
AC	PPS	2
AC	PPS	42
AC	PPS	108
AC	SD	507
AC	SD	0
AC	SD	70
AC	SD	183
AC	SD	1417
AC	SD	463
AC	SD	1494
AC	SD	408
AC	SD	2692
AC	PR	16
AC	PMDB	4138
AC	PMDB	59
AC	PMDB	1
AC	PMDB	1406
AC	PMDB	1175
AC	PMDB	4893
AC	PMDB	3725
AC	PMDB	1999
AC	PMDB	940
AC	PMDB	409
AC	PSC	220
AC	PSC	39
AC	PSC	256
AC	PSC	44
AC	PMDB	4
AC	PSC	659
AC	PSC	264
AC	PSC	32
AC	PSC	73
AC	PSC	204
