AC,112
AL,1197
AM,1353
AP,1122
BA,3508
CE,4661
DF,1495
ES,1313
GO,1765
MA,4340
MG,8358
MS,977
MT,474
PA,3012
PB,1071
PE,2760
PI,1456
PR,4552
RJ,14430
RN,2830
RO,429
RR,209
RS,4083
SC,3975
SE,1703
SP,19129
TO,247
ZZ,648
